Program/Agency Name,Project Name,Sub-Project Name,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Total 10 Year,Ward Number,Ward,Category
Children's Services,Western North York Child Care,Western North York Child Care,62,1588,1000,2000,0,0,0,0,0,0,4650,7,Humber River-Black Creek,Service Improvement and Enhancement
Children's Services,Woodbine Child Care Centre,Woodbine Child Care Centre,175,1250,2000,1000,575,0,0,0,0,0,5000,1,Etobicoke North,Service Improvement and Enhancement
City Clerk's Office,City Clerk's Office Health & Safety Remediation,City Clerk`s Health & Safety Remediation-SOGR,0,0,0,0,100,500,0,0,0,0,600,CW,City Wide,Health and Safety
City Clerk's Office,City Hall Registry Counter Refresh,City Hall Registry Counter Refresh,0,0,75,75,0,0,0,0,0,0,150,CW,City Wide,State of Good Repair
City Clerk's Office,City Hall Registry Counter Refresh,City Hall Registry Counter Refresh (scope change),-75,0,0,0,0,0,0,0,0,0,-75,CW,City Wide,State of Good Repair
City Clerk's Office,Election Supply Logistics Transformation,Election Supply Logistics Transformation,2150,0,0,0,0,0,0,0,0,0,2150,CW,City Wide,Legislated
City Clerk's Office,Archives Strategic Plan Implementation,Archives Equipment Upgrade - 2017-2021 SOGR,50,0,0,0,0,0,0,0,0,0,50,CW,City Wide,State of Good Repair
City Clerk's Office,Archives Strategic Plan Implementation SOGR,Archives Equipment Upgrade - SOGR,0,75,75,75,50,0,75,50,75,50,525,CW,City Wide,State of Good Repair
City Clerk's Office,Archives Strategic Plan Implementation SOGR,Records Centre Services SOGR,250,0,0,0,0,0,0,0,0,0,250,CW,City Wide,State of Good Repair
City Clerk's Office,Archives Strategic Plan Implementation SOGR,Records Centre Services SOGR (scope change),-250,200,0,0,0,0,0,0,0,0,-50,CW,City Wide,State of Good Repair
City Clerk's Office,City Clerk's Office Business Systems,City Clerk's Bus. Sys-Legislative Compliance 2019,10,0,0,0,0,0,0,0,0,0,10,CW,City Wide,Legislated
City Clerk's Office,City Clerk's Office Business Systems,City Clerk`s Bus Sys. 2020-2021 (scope change),10,0,0,0,0,0,0,0,0,0,10,CW,City Wide,Legislated
City Clerk's Office,City Clerk's Office Business Systems,City Clerk`s Business Systems 2020-2021,280,0,0,0,0,0,0,0,0,0,280,CW,City Wide,Legislated
City Clerk's Office,City Clerk's Office Business Systems,City Clerk`s Business Systems 2022-2028,0,325,600,350,225,375,500,325,0,0,2700,CW,City Wide,Legislated
City Clerk's Office,City Clerk's Office Business Systems,City Clerk's Bus.Sys-Legislative Compliance 2025,0,0,0,0,250,0,0,0,0,0,250,CW,City Wide,Legislated
City Clerk's Office,City Clerk's Office Business Systems,City Clerk's Business Systems 2029-2030,0,0,0,0,0,0,0,0,700,750,1450,CW,City Wide,Legislated
City Clerk's Office,Council Business Systems,Council Business Systems 2020,335,0,0,0,0,0,0,0,0,0,335,CW,City Wide,Legislated
City Clerk's Office,Council Business Systems,Council Business Systems 2020 (scope change),-20,35,0,0,0,0,0,0,0,0,15,CW,City Wide,Legislated
City Clerk's Office,Council Business Systems,Council Business Systems 2025-2030,0,0,0,0,275,300,0,250,425,0,1250,CW,City Wide,Legislated
City Clerk's Office,Council Transition Requirements,Council Transition Requirements 2022,0,500,0,0,0,0,0,0,0,0,500,CW,City Wide,Legislated
City Clerk's Office,Council Transition Requirements,Council Transition Requirements 2025-2030,0,0,0,0,100,400,0,0,100,400,1000,CW,City Wide,Legislated
City Clerk's Office,Infra. to support Council/Committee Meetings,Infra. to sup Council/Committee Mtgs 2029-2030,0,0,0,0,0,0,0,0,100,1000,1100,CW,City Wide,State of Good Repair
City Clerk's Office,Infra. to support Council/Committee Meetings,Infra. to sup. Council/Committee Mtgs 2022,0,1000,0,0,0,0,0,0,0,0,1000,CW,City Wide,State of Good Repair
City Clerk's Office,Infra. to support Council/Committee Meetings,Infra. to sup. Council/Committee Mtgs -2025-2026,0,0,0,0,125,1000,0,0,0,0,1125,CW,City Wide,State of Good Repair
City Clerk's Office,IP Workflow Management System SOGR,Information Workflow Mgt. System SOGR 2023-2024,0,0,210,565,0,0,0,0,0,0,775,CW,City Wide,State of Good Repair
City Clerk's Office,IP Workflow Management System SOGR,IP Workflow Management System SOGR 2028,0,0,0,0,0,0,0,185,0,0,185,CW,City Wide,State of Good Repair
City Clerk's Office,Mail Security and Mail Room Upgrades,Mail Security & Mail Room Upgrade 2021,200,0,0,0,0,0,0,0,0,0,200,CW,City Wide,Health and Safety
City Clerk's Office,Notices Management Information System (NMIS) SOGR,Notices Management Information System (NMIS) SOGR,0,0,0,0,0,0,250,0,0,0,250,CW,City Wide,Legislated
City Clerk's Office,Public Appointments Information System,Public Appointments SOGR,0,0,210,215,0,0,0,0,0,0,425,CW,City Wide,Legislated
City Clerk's Office,Replacement of New Voting Equipment,Replacement of Voting Equipments,9000,9000,0,0,0,0,0,0,0,0,18000,CW,City Wide,Legislated
City Clerk's Office,TMMIS SOGR,TMMIS SOGR 2028-2030,0,0,0,0,0,0,0,400,400,400,1200,CW,City Wide,Legislated
City Clerk's Office,TMMIS SOGR,TMMIS SOGR 2019,270,260,0,0,0,0,0,0,0,0,530,CW,City Wide,Legislated
City Clerk's Office,TMMIS SOGR,TMMIS SOGR 2019 (scope change),-200,10,260,0,0,0,0,0,0,0,70,CW,City Wide,Legislated
City Clerk's Office,Toronto Election Management Info System (TEMIS),2022 Election Technology Program,1750,910,750,0,0,0,0,0,0,0,3410,CW,City Wide,Legislated
City Clerk's Office,Toronto Election Management Info System (TEMIS),2026 Election Technology Program,0,0,700,770,2850,435,620,0,0,0,5375,CW,City Wide,Legislated
City Clerk's Office,Toronto Election Management Info System (TEMIS),2030 Election Technology Program,0,0,0,0,0,0,750,800,3000,700,5250,CW,City Wide,Legislated
City Clerk's Office,Wedding Chambers SOGR,Wedding Chambers Renovation SOGR 2023-2024,0,0,100,200,0,0,0,0,0,0,300,CW,City Wide,State of Good Repair
City Planning,DEVELOPMENT STUDIES,Additional Growth Studies -prev approved (CFC Adj),0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Avenue/Area Studies,250,250,250,250,250,300,300,300,300,300,2750,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Growth Secondary Plan Implementation,622,0,0,0,0,0,0,0,0,0,622,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Growth Secondary Plan Implementation,-123,123,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Growth Secondary Plan Implementation (CFC Adj),-123,0,0,0,0,0,0,0,0,0,-123,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Growth Studies,1177,1400,1623,1400,1400,1500,1500,1500,1500,1500,14500,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Growth Studies - previously approved (CFC adj),0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Growth Studies (CFC adjustment),-120,0,0,0,0,0,0,0,0,0,-120,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Heritage Studies,500,400,400,400,400,400,400,400,400,400,4100,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Heritage Studies - prior year - (CFC Adjustment),-400,0,0,0,0,0,0,0,0,0,-400,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Transportation & Transit Planning Studies,460,500,440,500,500,500,500,500,500,500,4900,CW,City Wide,Growth Related
City Planning,DEVELOPMENT STUDIES,Transportation & Transit Planning Studies (CFC adj,-100,0,0,0,0,0,0,0,0,0,-100,CW,City Wide,Growth Related
City Planning,OFFICIAL PLAN,FIVE YEAR REVIEW OF THE OFFICIAL PLAN,350,400,200,250,500,400,300,150,0,250,2800,CW,City Wide,Legislated
City Planning,OFFICIAL PLAN,FIVE YEAR REVIEW OF THE OFFICIAL PLAN (CFC adjustm,-60,0,0,0,0,0,0,0,0,0,-60,CW,City Wide,Legislated
City Planning,PLACES - CIVIC IMPROVEMENTS,PLACES,2265,2923,3577,2930,2936,2968,3000,3000,3000,3000,29599,CW,City Wide,Growth Related
City Planning,PLACES - CIVIC IMPROVEMENTS,PLACES - previously approved (CFC adj.),0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
City Planning,PLACES - CIVIC IMPROVEMENTS,PLACES (CFC adjustment),0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
City Planning,TORONTO ARCHAEOLOGICAL RESOURCES PLAN,Implementation (CFC Adjustment),-50,0,0,0,0,0,0,0,0,0,-50,CW,City Wide,Legislated
City Planning,ZONING BY-LAW,OP Conformity Review,60,240,200,0,0,0,0,225,0,0,725,CW,City Wide,Legislated
City Planning,ZONING BY-LAW,OP Conformity Review (CFC adjustment),-40,0,0,0,0,0,0,0,0,0,-40,CW,City Wide,Legislated
Corporate Initiatives,Rail Deck Park,Rail Deck Park,400,400,400,0,0,0,0,0,0,0,1200,CW,City Wide,Growth Related
Corporate Initiatives,Rail Deck Park,Rail Deck Park (S3) CFC Reduction 2020 CV-19 Impac,0,0,-400,0,0,0,0,0,0,0,-400,CW,City Wide,Growth Related
Corporate Real Estate Management,Security,Physical Security Capital Plans - 2020,190,0,0,0,0,0,0,0,0,0,190,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,Var Locs - Global Corp Security Program,950,650,0,0,0,0,0,0,0,0,1600,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,Access Card Reader Replacements,-840,0,0,0,0,0,0,0,0,0,-840,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,CCTV Infrast Enhancem - Counter Measures,0,0,750,750,750,750,750,750,750,0,5250,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,CCTV Infrastructure Enhancement,838,750,0,0,0,0,0,0,0,0,1588,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,City-Wide Physical Security Enhancements,850,0,0,0,0,0,0,0,0,0,850,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,Physical Security Capital Plans - 2021,1414,0,0,0,0,0,0,0,0,0,1414,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,Physical Security Capital Plans - Future Years,0,1413.75,1413.75,1413.75,1413.75,1413.75,1413.75,1413.75,1413.75,0,11310,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,SOGR Client Security Program 2021,262,0,0,0,0,0,0,0,0,0,262,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Security,Var Locs - Global Corp Security Program,0,850,1250,1250,1250,1250,1250,1250,1250,0,9600,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,St. Lawrence Market North Property,Redevelopment of St. Lawrence Market North,10781,10582,0,0,0,0,0,0,0,0,21363,10,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,St. Lawrence Market North Property,Redevelopment of St. Lawrence Market North,27219,22758,0,0,0,0,0,0,0,0,49977,13,Toronto Centre,Service Improvement and Enhancement
Corporate Real Estate Management,St. Lawrence Market North Property,SLMN - Courts Modernization,1441,1078,0,0,0,0,0,0,0,0,2519,13,Toronto Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Barrier Free/Equity,AODA INITIATIVE - PHASE 1 .2016,11614,8000,0,1000,0,0,0,0,0,0,20614,CW,City Wide,Legislated
Corporate Real Estate Management,Barrier Free/Equity,Var Locs-AODA-Phase 2,24733,57000,65000,15978,0,0,0,0,0,0,162711,CW,City Wide,Legislated
Corporate Real Estate Management,Building Security,Fire Services Security Upgrades,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Health and Safety
Corporate Real Estate Management,Corporate Facilities Refurbishment Program,CFRP Phase II-Future Years-VAR CLIENTS&LOC 2021,200,300,0,0,0,0,0,0,0,0,500,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Corporate Facilities Refurbishment Program,CFRP Phase II - Project 12 - Var Clients&Loc,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Corporate Facilities Refurbishment Program,CFRP Phase II-Future Years-VAR CLIENTS&LOC,0,500,500,500,500,500,500,500,500,500,4500,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Customer Experience,Channel & Counter Strategy,3060,3340,0,0,0,0,0,0,0,0,6400,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Customer Experience,CRM Upgrade and Replacement,3663,2067,0,0,0,0,0,0,0,0,5730,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Customer Experience,Customer Experience Operating Model,700,0,0,0,0,0,0,0,0,0,700,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Divisional SOGR,Various EMS Locations - various SOGR projects,0,0,0,0,18,86,312,0,0,0,416,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Emergency,Fire and Life Safety Audits,-500,0,0,0,0,0,0,0,0,0,-500,CW,City Wide,Health and Safety
Corporate Real Estate Management,Emergency,Various Locations - Emergency Capital Repairs,0,0,0,0,378,1466,0,0,0,0,1844,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Emergency,91 Front E-Exhaus/Roofanchor (Upper Level),750,0,0,0,0,0,0,0,0,0,750,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Emergency,Emergency Capital Repairs,926,500,0,0,0,0,0,0,0,0,1426,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Emergency,Fire and Life Safety Audits,0,4000,3000,2000,2000,2000,2000,2000,2000,2000,21000,CW,City Wide,Health and Safety
Corporate Real Estate Management,Emergency,Fire and Life Safety Audits 2021,3500,500,0,0,0,0,0,0,0,0,4000,CW,City Wide,Health and Safety
Corporate Real Estate Management,Emergency,Var Locs -Emergency Capital Repairs-2020,-109,0,0,0,0,0,0,0,0,0,-109,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Emergency,Various Locations - Emergency Capital Repairs,0,0,0,1012,0,0,1438,990,2185,1697,7322,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Emergency,Various Locations-Emergency Capital Repairs,0,0,624,0,0,0,0,0,0,0,624,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Energy Conservation & Demand Management,Energy Conservation & Demand Mgt - 2021,500,1500,0,0,0,0,0,0,0,0,2000,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Energy Conservation & Demand Management,Energy Conservation & Demand Mngmt Plan-Future Yrs,0,2000,2000,2000,2000,2000,2000,2000,2000,2000,18000,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Environmental,150 Borough-Asbestos in Atrium Ceiling,-157.25,0,0,0,0,0,0,0,0,0,-157.25,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Environmental,Designated Substance&Environmental Work,500,0,0,0,0,0,0,0,0,0,500,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,Emerg Environmental Remediation  - 2027,0,0,0,0,0,0,354,354,354,354,1416,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,Emergency Environmental Remediation,302,310,0,0,0,0,0,0,0,0,612,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,"Subs & Environ Survey,Sample & Abat-2021",1216,0,0,0,0,0,0,0,0,0,1216,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,"Subs & Environ Survey,Sample & Abat-2022",0,1248,0,0,0,0,0,0,0,0,1248,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,"Subs & Environ Survey,Sample & Abat-2027",0,0,0,0,0,0,1429,1429,1429,1429,5716,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,Var Locs-Designated Substance and Environmental An,0,0,1282,1316,1351,1351,0,0,0,0,5300,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,Var Locs-Emergency Environmental Remediation &,0,0,318,326,0,0,0,0,0,0,644,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Environmental,Var Locs-Emergency Environmental Remediation & Aba,0,0,0,0,335,335,0,0,0,0,670,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John Street -Standpipe Pump VAV Transformers,0,0,0,359,1070,3000,0,0,0,0,4429,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1288 Queen W -Domestic Hot Water Heater,0,0,0,0,10,46,0,0,0,0,56,4,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1401 CASTLEFIELD AVE -Rplc of Gas Fired Infrared,0,0,0,0,9,83,0,0,0,0,92,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1401 CASTLEFIELD AVE-Rplc  of Exhaust Fans EF-3 a,0,0,0,0,6,32,0,0,0,0,38,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"2340 Birchmount Rd-Replace Interior, exterior Lig",0,0,0,0,29,266,0,0,0,0,295,22,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,313 PHARMACY AVE-Replace Existing Front Office &,0,0,14,157,0,0,0,0,0,0,171,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 BERING AVE-Replacement of electrical distribu,0,0,0,0,20,215,0,0,0,0,235,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave-Replacement of Building Make-up U,0,0,0,0,11,118,0,0,0,0,129,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave-Rplc of the Hot Water Heating Boi,0,0,0,0,6,52,0,0,0,0,58,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,524 OAKWOOD AVE -Replace Fire Alarm System,0,0,0,0,0,13,125,0,0,0,138,12,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,61 Toryork- Carbon Monoxide Detection,0,0,0,0,11,101,0,0,0,0,112,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,765 Queen St-Replace rooftop HVAC unit #1,0,0,0,10,88,0,0,0,0,0,98,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"95 Lavinia Ave-Replace A/C  # 4, 8 and AC unit",0,0,0,0,8,93,0,0,0,0,101,4,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,Var Locs - BAS & Component Renewals,-600,0,0,0,0,0,0,0,0,0,-600,2,Etobicoke Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,Var Locs - BAS & Component Renewals 2021,1500,0,0,0,0,0,0,0,0,0,1500,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,10 William Carson-Rpl Furnaces,0,0,0,0,0,4,51,0,0,0,55,15,Don Valley West,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,100 Galloway Road - Various Projects,0,0,8,98,139,0,0,0,0,0,245,24,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,100 Queen W Replace 3 Existing Emergency Generator,1100,0,0,0,0,0,0,0,0,0,1100,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,100 Queen W-Installation of Aut. Fire Sprinkle Sys,0,0,0,500,2000,2000,2000,2000,0,0,8500,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,100 Queen-TSSA requirements -Vent Stack & Diesel S,0,0,0,0,0,0,0,0,0,0,0,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,100 Queen-Wet Sprnklr Control Valves,0,0,295,992,1018,0,0,0,0,0,2305,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,100 Turnberry - Various SOGR Project,0,0,0,0,25,194,0,0,0,0,219,9,Davenport,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,105 Cedarvale - Retrofit Existing Lighting System,0,0,7,45,0,0,0,0,0,0,52,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1076 Pape Ave - Various Projects,0,0,21,243,0,0,0,0,0,0,264,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,111 KING ST E-Replace Existing Rooftop HVAC Units,0,0,0,0,14,153,0,0,0,0,167,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1300 Sheppard Ave. W - Replacement of Power Distri,0,0,0,6,67,0,0,0,0,0,73,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1401 Castlefield Ave-Lighting System including Exi,0,0,0,0,18,233,0,0,0,0,251,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1401 Castlefield Ave-Replac. of the Domestic H W,0,0,0,0,6,16,0,0,0,0,22,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,1401 CASTLEFIELD AVE-Rplc of the Heating Unit in t,0,0,0,0,6,38,0,0,0,0,44,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,150 Borough - Replacement of distribution panels a,0,0,0,17,185,0,0,0,0,0,202,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"150 BoroughDr-Repl.circulation pumps,fire pumps",0,0,0,0,0,28,386,0,0,0,414,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,150 Borough-Rpl Generator&StructuralUpgrade,0,0,0,0,0,0,0,0,0,0,0,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,150 Disco - Replace rooftop A/C units,0,0,8,77,0,0,0,0,0,0,85,1,Etobicoke North,State of Good Repair
